	cell1	cell2	cell3	cell4	cell5	cell6	cell7	cell8	cell9	cell10	cell11	cell12	cell13	cell14	cell15	cell16	cell17	cell18	cell19	cell20	cell21	cell22	cell23	cell24	cell25	cell26	cell27	cell28	cell29	cell30	cell31	cell32	cell33	cell34	cell35	cell36	cell37	cell38	cell39	cell40	cell41	cell42	cell43	cell44	cell45	cell46	cell47	cell48	cell49	cell50	cell51	cell52	cell53	cell54	cell55	cell56	cell57	cell58	cell59	cell60	cell61	cell62	cell63	cell64	cell65	cell66	cell67	cell68	cell69	cell70	cell71	cell72	cell73	cell74	cell75	cell76	cell77	cell78	cell79	cell80	cell81	cell82	cell83	cell84	cell85	cell86	cell87	cell88	cell89	cell90	cell91	cell92	cell93	cell94	cell95	cell96
gene866	777.51	542.31	384.34	309.3	244.33	695.78	345.06	389.5	545.65	680.88	574.35	398.65	485.57	360.34	376.52	388.99	569.07	470.96	354.28	358.84	610.16	300.77	622.95	444.34	592.03	762.28	448.27	460.69	479.45	275.86	578	375.01	324.08	164.05	557.5	244.33	372.58	1020.18	733.85	610.86	557.69	495.3	619.21	313.66	436.7	578.84	411.62	848.22	443.27	456.96	707.33	559.83	399.18	496.4	507.04	379.27	460.08	516.07	661.77	492.47	374.21	499.68	529.19	408.61	381.99	359.05	497.88	371.48	821.36	476.64	312.34	923.35	1495.3	402.32	602.52	1044.54	449.87	694.44	498.9	608.14	635.54	448.68	1054.66	734.44	291.12	1788.82	434.76	662.19	603.08	1455.34	447.1	481.75	800.66	479.77	973.27	817.52
gene867	185.94	247.72	282.08	505.59	540.75	0	103.17	26.58	113.22	409.02	301.22	375.84	69.55	445.45	315.14	44.48	564.39	479.15	188.71	126.35	5.01	109.15	240.43	115.63	26.18	121.56	148.82	92.21	486.49	422.13	412.61	253.04	108.81	128.35	259.64	189.55	0	339.41	22.28	433.27	575.12	410.89	0	221.13	64.92	0.86	403.41	112.71	82.73	149.85	16.15	176.19	138.3	63.25	265.16	146.23	297.29	36.27	225.65	86.68	181.77	118.44	45.31	12.93	67.41	235.15	437.72	279.88	771.71	19.28	0	16.56	397.91	0	153.59	273.4	261.74	142.01	0	72.66	124.58	426.72	0	657.97	320.03	0	151.82	193.14	128.09	1512.31	1.58	0	43.89	105.75	217.9	810.78
gene868	24.7	59.73	3.72	0	15.3	39.87	0	10.9	5.02	40.07	83.16	9.34	90.77	34.23	5.08	0	0	20.4	48.65	3.1	7.66	0	48.95	33.9	22.8	166.94	82.72	28.66	66.52	86.26	10.85	159.49	0	55.19	5.24	75.78	34.69	1.03	0	0.96	0	116.96	125.78	0	0.93	0.9	4.44	0	0	2.16	7.66	49.58	84.27	44.18	13.12	2.35	58.97	0	0	24.5	24.01	99.63	5.42	81.21	20.48	13.34	2.03	0	0	15.46	0	0	24.66	0	4.27	42.65	7.3	0	2.32	36.02	5.65	0	0	61.73	15.62	0	23.81	7.05	85.4	8.64	5.05	8.07	11.54	11.81	17.58	10.94
gene869	685.82	738.51	867.13	864.26	1698.31	682.5	416.09	319	714.25	1598.25	632.59	1284.36	1795.77	1028.31	674.66	167.49	575.25	1272.09	977.16	1741.57	1662.15	905.09	362.55	1024.91	1279.36	711.66	1654.75	601.82	943.01	901.05	1507.75	918.47	1725.86	93.03	1060.35	877.88	1317.01	128.79	629.81	1536.99	1430.24	784.46	146.58	1026.18	1950.63	1603.52	910.53	1053.49	675.66	1599.81	724.91	938.95	778.43	1209.37	1072.71	1483.72	456.92	1064.23	2045.87	300.16	589.56	699.62	701.4	280.2	1499.46	416.85	1129.94	633.97	309.99	1073.22	615.97	1082.9	1524.46	38.92	256.77	804.68	933.4	680.8	1938.13	1041.98	567.04	1046.22	892.25	1065.52	1811.14	268.13	1779.19	1114.09	1612.22	2652.93	14.19	19.01	54.05	1093.6	1053.17	1059.99
gene870	403.28	322.49	271.43	77.78	260.17	36.69	0	132.92	154.29	0	388.85	1.47	53.94	130.24	19.06	28.01	14.5	244.16	51.47	13.73	45.06	29.77	107.97	52.56	20.57	61.66	550.51	117.69	64.51	119.13	10.45	142.24	34.9	0	82.83	1.95	70.71	104.9	23.87	38.04	318.88	167.92	483.08	310.1	28.02	587.95	279.02	665.29	268.88	408.75	8.97	147.2	59.43	306.66	11.7	70.9	155.61	120.91	0	269.37	72.04	33.16	11.75	9.69	148.66	55.58	0	10.6	179.48	0.86	0	101.35	148.22	25.95	151.16	24.85	289.12	0	14.92	14.83	30.69	348.74	65.74	370.69	28.78	0	55.62	5.6	54.9	0	0	0	0	25.94	0	234.6
gene871	72.78	156.93	1.76	179.53	260.17	148.73	29.02	156.84	0	7.13	10.95	61.66	97.94	13.04	71.16	24.71	24.17	104.64	3.43	38.45	50.06	44.89	73.47	28.91	63.94	130.37	7.9	31.55	21.5	327.49	170.61	0.95	16.42	3.72	144.95	0	18.72	80.54	33.42	273.36	112.39	47.11	0	0.88	46.7	14.63	50.97	233.24	41.37	72.15	12.56	35.68	121.25	55.58	128.68	132.94	74.32	107.31	0	0.93	65.18	0	191.29	137.35	25.93	0	153.32	0	72.81	82.67	22.36	71.73	14.82	0	4.06	196.25	121.2	4.44	122.69	90.3	34.3	145.13	64.58	56.72	56.48	0	0	0.56	141.16	0	0	0	17.07	2	0	85.31
gene872	12.41	4.42	192.12	192.3	276.67	97.83	21.19	30.12	16.21	0	147.71	255.53	5.79	108.9	66.28	51.08	2.4	3.67	41.81	2.75	253.28	37.98	5.51	31.4	0	3.47	215.88	74.67	29.55	0	64.42	40.47	17.02	3.65	26.6	5.08	424.39	18.63	56.43	1.85	0	15.67	79.43	1.76	210.7	14.22	15.82	29.13	118.91	22.53	14.57	165.64	9.01	23.67	62.47	63.19	32.52	9.33	0	1.03	80.62	39.5	8.47	16.72	133.31	92.86	5.74	46.27	10.85	13.78	252	125.06	1.53	21.54	7.25	19.09	29.74	76.77	19.66	22.24	42.07	80.86	197.88	45.99	83.67	0	22.71	213.83	233.08	17.5	9.33	507	676.9	6.13	588.32	2.18
gene873	96.09	228.58	398.56	469.96	278.79	329.96	359.44	366.43	227.65	316.14	475.71	295.43	269.41	298.35	149.38	300.93	613.32	390.26	160.2	357.8	276.11	266.58	303.49	288.58	462.83	230.71	378.41	253.15	310.6	241.46	667.3	197.9	390.79	477.89	421.31	310.22	396.33	464.39	214.87	157.1	20.34	362.63	210.23	187.12	860.06	202.84	330.66	2417.66	434.4	368.03	506.75	193.95	344.66	296.88	617.65	652.35	381.9	359.09	448.88	152.49	438.16	311.18	413.16	371.53	377.33	204.79	367.24	95.5	115.94	487.06	105.96	220	434.68	116.76	175	379.33	251.9	413.93	580.19	400.97	139.76	748.4	65.77	585.97	387.74	38.89	256.67	402.13	324.83	413.21	197.46	842.57	588.28	320.1	396.79	201.44
gene874	945.18	659.66	249.96	670.39	206.45	1000.4	324.56	404.2	359.37	1130.13	98.44	341.95	489.74	112.06	82.76	662.66	187.49	804.14	207.7	771.21	951.13	663.89	707.1	222.72	1028.68	864.45	429.38	326.44	105.87	262.96	67.97	532.04	804.28	40.91	1021.01	459.2	494.69	429.08	247.65	394.46	188.9	1248.79	245.59	357.64	340.63	230.83	275.59	360.96	443.51	458.35	853.13	420.83	307.5	950.9	1175.6	542.83	227.61	522.65	347.39	437.22	665.09	498.75	881.3	305.46	713.22	259	311.93	77.6	751.95	229.8	236.88	844.55	1468.37	143.62	601.89	450.89	126.91	468.08	1342.1	582.61	736.32	520.34	325.22	67.4	768.41	19.64	1303.41	657.18	611.84	89.9	423.32	281.04	108.3	543.86	165.53	417.89
gene875	7.56	8.75	9.34	16.72	15.36	2.57	9.97	5.02	18.43	7.68	22.84	11.45	13.68	15.43	25.45	24.47	11.15	83.42	23.14	36.7	15.42	39.27	13.02	27.83	5.67	4.37	21.19	12.97	7.79	15.76	5.03	18	13.9	25.88	3.76	94.37	10.34	5.04	45.66	3.53	12.9	13	27.48	4.5	4.93	9.48	9.65	9.03	20.17	4.96	6.06	30.87	20.12	13.49	9.07	13.34	10.38	29.17	12.89	3.19	18.46	21.52	16.98	18.99	27.05	15.95	4.13	30.72	7.21	9.16	11.34	4.94	6.88	35.42	3.8	15.56	12.79	8.03	14.33	15.51	15.6	7.69	6.53	13.3	0	99.75	30.11	3.49	17.67	8.04	29.07	9.75	11	22.91	14.96	34.08
gene876	130.4	199.18	188.59	274.53	5.1	25.69	7.92	61.14	175.23	135.56	0	0	310.84	122.8	10.17	207.5	222.37	240.47	207.58	60.43	140.16	1.98	410.58	289.08	11.22	15.86	197.55	131.87	94.09	133.19	200.21	361.03	0	1.86	261.24	171.96	374.95	130.76	176.75	77.93	629.62	4.83	662.3	1.76	13.54	43.9	467.28	259.85	8.62	451.41	154.28	220.8	454.56	46	15.6	172.82	276.39	148.11	159.83	98.8	105.3	547.99	125.85	363.56	0	256.52	2.95	207.58	301.75	0	881.51	351.57	246.27	0	270.69	169.3	122.66	119.19	0	194.24	180.55	71.48	1.16	129.17	422.52	0	437.37	350.16	91.5	46.65	0	424.19	175.43	494.85	196.11	2.13
gene877	79.69	25.69	56.4	177.17	89.27	179.8	60.69	225.96	0	753.91	468.26	0	2.84	720.32	193.15	0	76.23	34.88	0	98.88	0	21.83	71.24	76.37	59.85	118.03	164.63	107.99	0	123.3	158.43	513.04	443.47	1.86	60.53	3.91	0	4.47	109.81	17.63	30.75	74.9	827.37	0	0	194.7	0	0	0	547.61	0	93.67	0	274.09	167.67	423.19	176.52	197.99	711.8	20.51	3.43	20.53	90.61	40.4	0	0	1.97	31.8	0	0	2.03	0	82.09	0	45.51	0	348.97	0	69.64	100.83	279.85	0	2.88	0.72	6.28	272.21	13.53	20.15	44.44	13.23	637.77	1.63	534.39	0	14.53	76.78
gene878	89.35	269.77	142.78	75.62	229.56	86.84	168.86	103.68	349.93	0	131.44	41.21	197.29	32.1	48.29	69.2	132.94	174.35	12.01	217	155.2	222.26	149.16	86.72	171.94	176.17	32.93	72.8	77.95	31.34	3.48	54.42	47.22	124.84	47.79	0	62.39	96.95	38.2	27.83	393.07	137.72	5.34	298.66	166.47	104.16	262.61	355.34	211.05	188.7	7.18	66.91	225.5	61.33	99.44	168.39	123.1	75.57	71.04	59.65	68.61	33.19	87.26	166.43	167.67	51.3	68.78	74.21	160.41	40.47	170.71	125.86	85.51	311.37	349.45	192.99	192.64	433	121.04	170.52	244.97	381.23	164.64	418.06	271.92	0	132.31	7.28	185.6	2.79	71.05	196.61	316.95	179.58	72.63	394.62
gene879	5230.64	6100.39	5371.54	3443.24	3846.34	5522.23	3976.8	3722.04	4540.19	5032.91	4935.04	4020.04	2957.32	4391.74	3991.37	4148.81	4989.18	3595.21	4958.72	3019.18	4826.18	2766.99	4591.09	4778.51	5129	3903.07	3364.27	3133.37	2840.2	4763.38	8345.03	4557.67	4590.36	3736.83	4255.39	4074.51	4222.48	6569.99	5427.01	5284.75	4409.11	3746.9	5722.97	4924.96	5719.2	2779.75	4211.83	4829.08	3756.9	4428.88	4373.69	4668.07	4094.1	3062.94	3723.32	4994.61	4532.88	4244.55	4551.08	3226.12	4530.15	3589.8	3794.67	3521.62	4011.5	3806.01	5735.11	4357.25	4481.23	4788.77	3964.24	5172.24	1575.53	921.14	4161.34	3066.12	6325.71	5413.52	4045.32	3905.87	3858.98	4087.74	4543.69	4166.84	3650.76	155.55	4240.79	4189.09	5209.58	6188.41	2079.25	6978.29	3186.02	4811.29	4027.39	3147.64
gene880	627.86	217.11	436.84	624.43	221.91	165.12	255.93	832.06	169.35	475.66	391.59	304.45	114.97	307.08	989.69	125.22	373.44	451.61	325.95	321.37	205.27	488.14	526.49	194.47	82.29	220.21	940.89	948.83	1159.31	393.6	287.26	428.71	217.63	1255.66	1137.34	123.11	274.54	165.06	106.63	244.02	554.62	424.02	373.07	392.04	760.39	251.36	298.03	86.1	370.57	641.92	534.61	323.28	374.35	1102.04	571.26	316.84	188.13	790.44	572.47	797.94	449.32	584.31	1067.21	444.37	611.89	579.21	431.41	307.45	326.4	282.46	384.1	84.79	161.9	51.9	242.99	630.13	1146.25	404.42	237.1	255.04	335.83	483.04	494.51	410.31	771.84	1322.17	172.87	249.1	541.13	554.9	1509.5	128.02	796.05	383.11	501.16	420.15
gene881	55.54	192.69	100.57	15.12	20.41	35.47	2.64	39.88	1.25	16.65	13.69	7.34	2.84	51.16	74.87	44.48	24.17	38.48	25.73	32.96	5.01	17.88	64.56	0	121.56	5.29	64.55	3.64	189.81	43.87	0	0.95	26.69	0	0	21.5	70.71	2.98	35.01	111.33	156.02	24.16	4.58	15.86	41.1	0	0	0	10.34	24.05	16.15	13.38	6.66	0	17.55	0	97.55	61.97	18.8	0	48.05	20.53	15.1	77.56	96.8	47.03	44.22	14.84	66.56	55.97	24.39	231.25	62.71	0	35.76	52.62	4.38	62.13	53.06	14.83	19.86	8.66	122.75	0	43.93	38.89	78.17	0	18.3	0	1.58	112.97	144.27	41.78	7.26	4.27
gene882	274.59	489.65	299.08	203.27	398.29	1015.81	509.18	970.96	828.57	73.39	324.66	475.18	560.05	589.53	524.73	150.37	902.34	400.01	670.73	382.87	128.19	216.19	736.92	374.3	444.84	493.35	333.37	155.81	217.26	125.86	101.22	546.16	332.38	129.88	1150.37	1093.75	1005.34	747.22	547.52	707.3	1069.69	430.59	188.73	442.37	504.62	805.64	675.43	192.98	373.24	142.62	337.82	175.7	616.46	615.82	581.91	300.82	181.07	424.3	726.53	787.16	257.29	494.13	187.21	67.67	220.39	264.48	1405.39	599.46	834.06	225.12	280.72	472.01	1029.53	25.82	118.48	391.79	332.21	49.27	331.87	339.75	100.24	458.17	1223.93	405.8	483.27	541.51	246.45	1046.09	448.82	340.66	160.17	176.37	841.57	419.55	144.61	376.77
gene883	41.13	4.1	17.84	13.05	2.86	70.12	42.56	8.51	1.57	3.69	182.24	9.6	18.82	22.89	65.15	191.83	6.28	9.49	6.76	54.99	35.75	6.21	373.57	38.82	0	22.73	234.29	59.66	6.76	131.07	5.83	8.15	92.72	20.65	4.7	704.53	11.04	796.34	8.64	5.43	7.02	181.22	10.52	3.95	5.9	2.86	13.21	449.8	12.74	10.62	8.79	2.25	164.91	383.3	11.89	127.53	0	333.88	63.1	232.9	94.51	15.1	10.4	44.42	5.29	25.82	14.54	13.34	2.59	3.36	28.09	360.78	23.65	58.64	36.12	76.23	146.09	5.58	10.43	24.18	91.59	170.62	0.58	39.04	125.46	130.47	3.97	6.65	10.93	11.76	440.39	1.69	5.34	597.41	7.19	403.68
gene884	57.96	0	199.17	166.37	135.19	189.58	0	34.56	56.45	0	298.48	1.47	350.57	128.18	443.93	159.82	88.22	240.6	121.27	604.32	406.45	73.41	15.58	239.15	244.99	44.04	190.97	188.12	21.5	147.32	20.98	11.46	229.95	13.02	538.4	0	172.63	31.32	73.14	250.5	2.28	321.34	131.21	1.76	127.54	20.66	94.16	223.85	210.04	580.91	86.11	456.72	0	86.65	278.81	214.92	139.36	55.92	523.74	98.8	301.93	97.88	15.1	117.96	312.87	14.96	31.45	377.46	82.54	366.85	180.87	336.51	30.78	4255.52	34.94	119.9	2.92	440.87	107.77	315.87	16.25	138.63	176.27	621.48	562.67	97.22	91.7	517.79	68.23	284.08	333.16	214.54	25.6	111.76	1212.96	334.84
gene885	24.15	565.15	65.23	12.94	30.61	0	0	31.9	112.9	156.97	115.07	73.41	0	47.18	0	0	33.79	0	51.28	0	0	3.97	43.4	0	0	5.67	36.88	27.91	57.79	26.65	47.01	85	16.42	70.76	350.44	35.17	106.07	59.16	71.63	87.27	0	14.5	31.29	0	88.27	155.48	51.85	169.06	0	14.8	46.64	0	11.66	0	0	31.06	25.55	43.83	181.26	40.08	0	52.11	0	0	25.93	34.2	138.61	36.05	78.67	76.64	0	70.93	18.24	895.19	47.94	10.23	35.04	64.03	102.8	38.95	92.08	41.16	61.08	56.87	60.68	622.39	33.07	72.79	0	73.8	0	77.71	7.31	0	0	38.39
gene886	164.21	119.47	24.68	21.61	0	1.22	29.02	21.27	52.69	52.32	106.8	7.34	110.71	56.18	74.97	87.32	106.35	121.16	51.47	16.48	215.28	49.61	84.6	26.28	71.07	31.71	3.95	117.69	72.57	72.08	22.63	139.4	94.44	14.88	54.16	54.72	255.82	217.76	0	0	66.05	45.91	67.9	49.34	22.89	3.44	146.85	0	18.96	133.2	261.92	22.3	63.87	19.17	0	73.12	74.32	89.17	296.8	123.96	27.44	17.37	63.76	174.51	19.01	57.72	164.12	31.8	17.91	3.44	105.56	275.56	3.42	12.97	33.32	93.57	87.61	123.62	0	19.28	300.76	25.99	9.89	15.12	0	19.44	3.01	178.57	130.71	265.97	0	394.85	0	15.98	58.11	21.33
gene887	19.32	11.56	111.04	127.07	355.67	94.18	131.92	50.51	70.25	42.81	98.58	95.43	56.78	56.18	147.41	82.4	124.48	104.64	111.51	115.36	87.61	57.55	192.57	60.44	263.71	56.37	69.8	43.68	135.61	29.02	1.74	189.04	369.17	5.58	148	127.02	33.28	115.4	19.1	36.18	10.25	144.94	21.36	44.93	65.98	113.63	88.11	40.7	13.79	166.5	177.57	40.15	78.45	47.91	9.75	26.59	44.13	107.31	39.7	261.91	73.76	104.43	28.53	41.98	41.49	94.06	153.67	12.72	130.03	8.61	355.65	18.55	66.13	0	86.96	227.99	4.38	37.4	228.86	145.31	225.69	106.14	34.32	23.03	77.39	0	78.17	86.76	172.53	0.7	216.29	0	45.92	144.96	43.58	202.61
gene888	9.68	4.65	72.46	6.91	16.25	21.62	10.42	26.61	14.39	14.53	9.23	26.79	6.77	2.18	22.23	13.49	8.25	20.27	14.93	5.69	10.44	12.98	3.38	4.07	9.54	12.83	11.84	24.82	12.58	12.03	5.73	7.47	10.9	6.55	6.53	9.38	6.53	5.63	13.35	7.64	10.72	5.48	16.75	8.69	2.76	7.41	7.91	12.37	22.77	13.3	2.3	9.21	11.15	11.44	7.37	6.82	2.39	18.03	9.63	4.95	4.73	17.31	3.17	19.92	9.39	17.27	6.66	14.59	3.87	5.05	27.4	2.86	13.1	27.63	3.23	14.53	16.78	7.49	9.47	14.37	6.72	8.51	8.84	13.63	9.16	60.28	16.25	2.99	15.19	6.12	26.59	1.85	10.91	16.68	47.72	20.22
gene889	76.48	34.63	295.75	82.17	23.75	71.8	186.96	16.22	188.15	16.65	357.99	234.84	207.2	50.83	3.58	200.18	133.16	273.19	10.43	180.93	132.85	15.56	5.57	99.44	95.42	171.77	17.15	100.16	143.65	48.12	3.74	10.12	143.74	356.34	1.59	242.53	2.37	191.01	13.8	453.34	3.31	162.61	1.08	236.94	0.49	181.6	46.86	3.32	153.92	225.63	92.77	9.21	2.41	65.7	31.1	7.78	0	26	17.58	43.37	8.58	121.88	249.05	30.51	75.68	246.88	132.53	402.5	9.17	26.09	6.1	25.83	54.74	0	72.03	174.37	10.54	136.64	125.56	20.51	173.11	206.93	22.68	88.71	219.94	42.39	155.81	93.85	18.51	10.95	657.33	36.88	418.18	11.59	7.34	3.56
gene890	31.39	66.8	0	32.41	15.3	36.66	52.77	0	18.82	0	0	36.7	105.03	24.08	3.81	126.98	47.13	56.91	48.04	101.63	35.05	31.75	76.8	18.4	74.81	37	61.9	123.76	10.75	20.37	0	32.46	98.55	65.11	14.34	72.3	35.29	2.49	89.12	0	0	33.84	0	74.88	128.44	199.71	0	0	13.79	59.2	17.94	33.45	77.76	32.58	35.09	104.13	27.87	0	249.67	108.12	132.08	25.27	0	164.81	79.51	19.24	0	2.12	0.39	0	30.48	9.27	38.76	998.98	6.5	17.54	21.9	16.48	0	68.21	79.44	101.81	66.32	53.17	0	38.89	43.59	27.99	86.27	169.89	0	634.39	0	89.79	58.11	74.65
gene891	2.41	325.01	0	84.27	10.2	1.22	197.89	55.83	239.59	0	43.81	146.33	92.26	80.26	25.41	54.37	184.91	0	0	24.72	10.01	15.88	222.62	36.79	3.74	1.76	374.03	29.12	25.53	0	0	2.86	61.59	1.86	50.97	56.67	0	0.99	7.96	0	28.47	12.08	0	83.69	3.27	6.03	134.76	0	70.67	1.85	14.35	113.74	156.54	30.67	1.95	66.47	341.42	1.51	0	0	96.06	0	0	56.55	29.39	34.2	0	2.12	0	0	0	0.66	83.23	0	109.71	0	14.6	55.16	0	183.86	7.22	173.29	192	0	200.8	0	0	66.05	107.18	14.62	42.63	173.26	105.65	31.93	36.32	0
gene892	166.63	71.94	192.12	136.12	142.84	524.72	168.86	63.8	214.51	202.15	203.68	160.03	110.71	161.52	181.72	90.77	195.78	128.51	178.42	181.29	37.55	55.57	362.88	81.47	147.74	133.89	148.82	76.44	122.3	189.85	240.25	195.74	147.82	57.67	119.47	87.94	137.27	98.93	108.22	133.6	135.52	183.62	367.74	175.32	310.12	64.56	209.91	270.81	148.23	70.3	226.04	140.51	188.81	72.83	95.54	243.72	99.87	71.03	102.38	142.61	150.91	94.82	369.16	205.21	242	119.71	191.64	133.58	297.24	111.95	69.1	151.71	135.7	12.97	173.1	191.52	213.19	380.38	192.33	152.72	124.58	177.62	303.68	237.97	165.24	19.44	229.99	83.41	162.08	139.95	93.15	248.94	163.76	239.7	87.16	172.75
gene893	22.77	175.99	172.73	125.32	104.58	45.26	124.01	34.56	80.28	71.35	2.74	39.64	73.81	115.37	5.08	49.43	161.94	200.67	82.35	115.36	127.66	91.29	150.66	253.89	1.87	241.35	55.31	29.12	44.35	502.72	26.11	57.29	2.05	132.07	610.08	191.51	139.35	0	100.26	481.51	504.5	113.57	669.31	131.27	31.76	8.61	127.85	68.88	289.6	20.35	44.83	113.74	201.61	36.42	77.99	6.65	55.74	185.9	89.84	74.57	245.29	18.95	33.56	103.41	27.66	181.7	102.21	159.02	41.27	15.5	14.23	211.97	70.69	0	26.07	172.52	220.49	190.82	56.37	130.48	0	210.11	45.38	2.16	73.21	0	0	0.56	81.04	80.77	0	16.84	5.69	0	138	55.45
gene894	142.19	20.94	8.48	48.85	16.94	4.89	58.02	58.48	78.44	14.27	8.22	447.58	79.57	324.68	435.47	721.54	105.11	478.93	821.75	326.92	1241.6	505.69	38.96	673.63	117.82	75.75	636.3	675.97	0	45.68	0	0.98	802.79	44.78	607.09	424.32	205.9	240.95	40.09	0.95	0	347.61	0.72	8.44	400.84	65.46	17.35	789.79	292.98	727.64	0	918.9	137.19	111.16	1707.83	906.19	90.58	95.64	204.56	97.87	161.24	145.29	15.1	122	1.73	1820.92	168.05	428.37	0	34.45	1066.48	32.49	6.49	0	881.82	354.07	497.92	486.96	403.96	723.65	125.77	441.88	5.86	0	57.25	0	108.22	5.84	235.48	16.38	14.41	0	78.02	2.49	823	0
gene895	973.19	552.36	578.11	782.07	321.39	417.08	546.22	263.12	464.18	708.73	566.84	411.08	678.48	436.67	249.06	527.67	632.07	947.08	78.92	508.15	440.54	267.91	581.04	362.66	458.2	380.53	517.58	248.91	1499.57	272.88	503.14	853.69	439.37	154.4	27.08	932.11	278.7	1925.72	765.5	249.57	436.25	316.5	784.24	975.25	1042.1	995.13	1164.98	1335.28	428.35	974.97	747.82	481.74	721.95	367.99	549.82	784.33	761.81	950.65	660.33	194.8	799.33	402.13	924.58	682.43	463.25	198.81	1510.5	173.87	421.26	1496.84	258.1	909.5	843.69	441.11	354.32	789.27	419.07	638.57	764.33	818.72	229.3	779.85	41.89	481.57	163.15	19.44	1151.45	100.76	643.08	748.49	399.43	985.8	598.97	766.22	254.21	279.39
gene896	166.63	360.97	252.04	8.64	66.32	534.5	240.1	119.63	344.96	2.38	191.69	89.4	85.16	120.39	233.82	97.21	595.73	49.57	25.73	57.63	0	79.38	220.81	291.71	0	14.09	36.88	0	138.42	83.05	0	189.05	82.12	0	12.74	39.08	2.08	28.34	12.73	14.84	62.64	153.42	0.76	52.86	12.61	321.95	32.42	543.6	46.54	251.6	95.08	13.38	221.05	344.99	25.35	170.52	20.9	4.53	63.72	8.39	238.43	123.16	48.66	531.61	765.75	166.74	14.74	203.55	1038.02	80.09	77.23	0.66	145.94	77.84	137.34	108.19	132.88	4.44	3.32	277.26	552.49	0	326.37	305.54	127.59	0	34.54	511.63	57.51	428.2	7.89	94.14	0	23.94	43.58	74.65
gene897	2548.74	2928.87	4052.6	2801.48	1514.94	3175.59	4877.21	2451.91	3577.48	3436.61	3620.1	2838.69	2068.62	1490.58	2212.34	2680.9	3401.43	1815.27	2498.69	1829.36	3521.97	1362.87	2380.13	2837.88	3134.04	2899.55	2064.1	2841.34	1468.41	2756.99	3263.63	1921.71	3060.18	2634.21	2829.66	3216.35	3161.29	3570.63	3024.53	2561.85	3645.33	1785.36	2360.48	2610.36	3057.71	1761.99	2946.14	3003.42	2768.3	1853.88	2008.52	3668.61	2978.48	2824.91	3416.76	3547.3	3820.47	2067.26	3637.65	2263.27	2022.57	2938.47	2537.3	3777.9	1457.69	2412.98	2262.35	2460.84	2524.4	3078.63	3026.18	4478.22	3616	363.27	2797.1	2447.84	3290.93	3755.41	2590.56	2724.16	2049.26	3020.51	4271.79	1754.33	2261.1	544.42	4035.73	2413.57	2098.35	3695.49	2429.76	4906.02	4410.43	2320.84	2687.4	1620.54
gene898	246.41	80.29	306.7	161.44	267.39	594.83	321.9	469.07	580.93	366.25	197.38	261.4	259.97	298.87	379.48	212.27	270.72	397.49	167.9	262.26	425.67	295.65	451.62	315.02	207.4	624.97	474.67	326.61	301.77	143.26	154.93	351.9	727.62	13.13	52.49	507.32	541.73	1342.56	432.21	0.06	247.57	569.54	531.24	470.68	936.15	446.36	298.1	143.11	162.07	321.7	233.32	305.91	502.03	1028.73	233.54	584.28	131.16	145.38	882.85	116.21	247.36	239.17	446.3	74.86	218.68	205.99	680.82	241.38	690.68	414.54	193.7	377.03	69.47	12.97	544.49	631.93	736.17	333.52	836.72	466.7	244.09	205.63	62.53	186.17	310.11	116.66	185.45	493.27	324.36	592.31	191.49	599.08	455.25	310.48	318.06	232.17
gene899	206.57	24.16	241.78	79.36	80.81	3.79	132.24	178.46	108.59	112.23	8.13	84.15	110.12	128.01	232.33	188.5	512.49	388.37	8.17	85.26	5.26	267.65	219.29	146.04	7.56	266.55	138.06	78.47	191.8	284.57	308.74	89.9	237.17	670.75	119.52	2.7	4.22	27.7	197.22	261.37	548.19	146.46	17.08	379.38	634.47	17.67	12.99	0	100.02	43.51	43.2	95.32	6.38	26.99	196.92	7.8	558.93	15.57	14.16	593.17	36.83	10.82	145	46.03	178.32	10.88	7.56	2.23	0.65	315.26	114.91	2.77	81.73	0	40.84	133.64	7.7	57.43	207.3	297.77	270.59	274.42	14.38	4.95	247.87	0	82.93	54.87	178.68	6.92	14.38	0.61	2.44	214.62	53.75	8.96
gene900	4.83	151.58	72.26	436.45	217.04	336.36	284.48	276.47	190.67	967.94	276.58	414.02	103.25	81.26	137.24	133.45	509.97	187.25	267.63	189.53	282.74	454.45	173.65	396.83	359.08	362.91	105.36	21.84	59.13	111.25	1651.46	266.36	332.6	378.07	22.3	562.79	205.9	315.7	17.51	172.56	178.8	448.81	480.77	288.09	585.3	518.22	613.33	73.57	244.77	443.93	276.27	307.78	396.17	13.42	586.26	438.72	516.73	362.64	353.09	93.21	221.31	69.49	151.02	263.38	112.36	42.75	547.65	381.66	45.94	0	227.62	378.24	826.59	38.92	229.16	619.7	541.73	223.79	63	311.38	287.08	56.32	1148.35	382.96	414.16	19.44	1.5	265.28	426.11	95.39	0	509.11	268.6	103.76	188.84	29.86
